Position	51484e4a-6754-4d25-934c-7643a178ed76.rna_seq.genomic.gdc_realn.bam
chr9:128838075-128838186	
chr9:128818701-128818815	0
chr9:128500639-128500752	1
chr9:128342635-128342746	0
chr9:128309103-128309216	0
chr9:128258489-128258604	0
chr9:128111578-128111693	0
chr9:128085281-128085394	0
chr9:127941523-127941634	0
chr9:127940812-127940924	0
chr9:127790037-127790148	0
chr9:127506086-127506201	0
chr9:127490196-127490327	0
chr9:127397466-127397576	0
chr9:127219208-127219325	0
chr9:126837053-126837169	
chr9:125967038-125967154	
chr9:125364186-125364310	0
chr9:125336240-125336355	0
chr9:125265874-125265991	
chr9:125147757-125147868	0
chr9:124812112-124812227	
chr9:124353151-124353266	0
chr9:123125360-123125472	0
chr9:123104367-123104481	1
chr9:123103949-123104063	
chr9:123103538-123103687	
chr9:122819229-122819342	0
chr9:122818521-122818635	0
chr9:121783609-121783719	0
chr9:121340702-121340817	0
chr9:121332675-121332789	0
chr9:120857745-120857863	0
chr9:120762301-120762412	
chr9:120761761-120761873	
chr9:120632286-120632401	0
chr9:120604353-120604463	0
chr9:117180577-117180694	
chr9:116401804-116401915	0
chr9:115076301-115076413	0
chr9:115051522-115051632	0
chr9:115020507-115020617	1
chr9:114636435-114636558	
chr9:114611483-114611608	
chr9:114598005-114598119	0
chr9:114311498-114311615	
chr9:113370360-113370475	0
chr9:113292163-113292277	0
chr9:113260530-113260662	0
chr9:113165541-113165651	
chr9:113151906-113152017	0
chr9:112873587-112873701	
chr9:112223642-112223754	0
chr9:111934673-111934788	0
chr9:111934309-111934421	0
chr9:111934078-111934190	0
chr9:111933101-111933215	0
chr9:111632639-111632752	0
chr9:110991529-110991673	0
chr9:110916858-110916972	0
chr9:110169702-110169821	0
chr9:110074976-110075086	0
chr9:109018689-109018799	1
chr9:109016608-109016729	0
chr9:107331639-107331751	
chr9:107013070-107013181	
chr9:105775446-105775557	
chr9:105723358-105723474	0
chr9:105640518-105640630	0
chr9:105399437-105399552	0
chr9:105396671-105396784	0
chr9:105395848-105395963	0
chr9:105394459-105394572	0
chr9:105392914-105393028	0
chr9:105390380-105390501	0
chr9:104782798-104782915	
chr9:100451255-100451368	
chr9:100339724-100339836	0
chr9:100304806-100304917	0
chr9:100303388-100303499	0
chr9:100302878-100302988	0
chr9:99982366-99982478	0
chr9:99973165-99973276	
chr9:99971238-99971353	
chr9:99865283-99865393	
chr9:99151358-99151469	1
chr9:99105205-99105333	0
chr9:99069931-99070043	0
chr9:98783753-98783868	0
chr9:98123964-98124080	1
chr9:98123445-98123562	0
chr9:98084507-98084617	0
chr9:98015791-98015906	0
chr9:98015491-98015605	1
chr9:97913514-97913632	0
chr9:97675301-97675411	0
chr9:97626874-97626985	0
chr9:97532568-97532680	
chr9:96987524-96987636	0
chr9:95508026-95508136	0
chr9:95445678-95445788	
chr9:95444459-95444578	0
chr9:95444054-95444167	0
chr9:94460632-94460744	0
chr9:94459545-94459656	0
chr9:93679371-93679485	0
chr9:93565644-93565757	1
chr9:93444564-93444678	
chr9:93069727-93069837	
chr9:92615103-92615214	
chr9:92522789-92522904	0
chr9:92474692-92474836	0
chr9:92456573-92456685	0
chr9:92255972-92256084	0
chr9:92242072-92242182	0
chr9:91268383-91268496	0
chr9:90896153-90896265	0
chr9:89377918-89378031	0
chr9:89356587-89356699	0
chr9:89352789-89352901	0
chr9:88475865-88475977	0
chr9:86295796-86295906	0
chr9:85941143-85941255	
chr9:85679325-85679436	
chr9:85649992-85650113	
chr9:83969257-83969368	1
chr9:83968835-83968945	0
chr9:83968224-83968336	0
chr9:83939007-83939136	0
chr9:83938699-83938811	0
chr9:83938624-83938736	0
chr9:83062289-83062399	1
chr9:82982335-82982453	
chr9:79726492-79726603	
chr9:79726239-79726353	
chr9:79572038-79572148	
chr9:77857822-77857935	0
chr9:77759883-77759993	0
chr9:77719066-77719178	0
chr9:77717681-77717794	0
chr9:77386447-77386558	
chr9:77383915-77384028	0
chr9:76629242-76629356	0
chr9:76504863-76504974	0
chr9:76359837-76359948	0
chr9:76194553-76194665	0
chr9:76194190-76194300	0
chr9:76193378-76193491	0
chr9:76138920-76139032	0
chr9:75146983-75147105	0
chr9:74981971-74982087	
chr9:72251594-72251706	0
chr9:71905079-71905190	0
chr9:71755296-71755431	0
chr9:71696423-71696537	0
chr9:71683569-71683681	0
chr9:71683469-71683601	0
chr9:70387149-70387260	0
chr9:70216375-70216488	
chr9:69727014-69727125	
chr9:69072789-69072906	0
chr9:68781696-68781807	0
chr9:65693831-65693941	
chr9:65288690-65288800	0
chr9:41359352-41359478	
chr9:41012088-41012198	0
chr9:38398264-38398382	0
chr9:37885292-37885418	0
chr9:37865026-37865138	0
chr9:37863275-37863399	0
chr9:37772274-37772384	
chr9:37503369-37503479	0
chr9:37460844-37460955	
chr9:37445045-37445157	
chr9:37167209-37167322	0
chr9:37161524-37161634	0
chr9:37131299-37131409	0
chr9:37089749-37089885	0
chr9:37088261-37088373	0
chr9:37087774-37087887	0
chr9:36834484-36834596	
chr9:36834367-36834503	
chr9:36339936-36340046	0
chr9:36216277-36216404	
chr9:36162729-36162841	0
chr9:35906536-35906653	
chr9:35104533-35104643	0
chr9:34665561-34665671	
chr9:34634782-34634893	0
chr9:34369972-34370085	0
chr9:34338457-34338572	0
chr9:33921795-33921908	0
chr9:33917652-33917767	0
chr9:33817382-33817492	0
chr9:33441709-33441821	
chr9:33348455-33348567	0
chr9:33254094-33254214	0
chr9:33253931-33254043	1
chr9:33253712-33253828	0
chr9:33046842-33046957	0
chr9:33046533-33046654	0
chr9:33039498-33039611	0
chr9:32541197-32541307	0
chr9:32540974-32541086	
chr9:27548385-27548511	
chr9:27506485-27506599	0
chr9:27490929-27491041	0
chr9:27480106-27480216	0
chr9:27403016-27403126	0
chr9:27328013-27328125	0
chr9:27062754-27062867	
chr9:26986273-26986384	
chr9:26870537-26870661	0
chr9:25677251-25677362	0
chr9:22005062-22005192	
chr9:21331458-21331571	0
chr9:21325144-21325258	0
chr9:20346345-20346457	
chr9:19453430-19453540	
chr9:19374992-19375113	0
chr9:19374811-19374922	0
chr9:19304858-19304973	0
chr9:16698272-16698384	
chr9:16675204-16675317	
chr9:16604757-16604877	
chr9:16418648-16418765	
chr9:16417105-16417215	
chr9:15210150-15210260	0
chr9:14313799-14313915	0
chr9:14107281-14107391	0
chr9:14088104-14088214	0
chr9:14086730-14086843	0
chr9:14086332-14086442	
chr9:14083046-14083161	0
chr9:14082720-14082834	0
chr9:14082618-14082730	0
chr9:7796732-7796842	
chr9:7175043-7175153	0
chr9:6815137-6815251	0
chr9:6477775-6477889	
chr9:6256934-6257046	0
chr9:5919493-5919634	
chr9:5919199-5919310	
chr9:2045776-2045908	0
chr9:569778-569888	
chr9:451927-452052	0
chr9:409056-409167	
chr9:369122-369233	0
chr9:138491-138602	0
chr8:145055759-145055872	0
chr8:144975705-144975817	
chr8:144747561-144747675	0
chr8:144212026-144212149	0
chr8:143865304-143865434	0
chr8:143857846-143857969	0
chr8:143724948-143725058	0
chr8:143440166-143440289	0
chr8:143312469-143312579	0
chr8:142727391-142727501	0
chr8:142658341-142658456	
chr8:141194579-141194691	
chr8:140521952-140522063	0
chr8:140520650-140520761	0
chr8:140516097-140516214	0
chr8:133458836-133458951	0
chr8:133455970-133456081	0
chr8:133074885-133074996	0
chr8:133037588-133037702	0
chr8:132846780-132846891	
chr8:132825279-132825392	0
chr8:132802094-132802207	0
chr8:130052685-130052801	1
chr8:127998532-127998648	
chr8:127897820-127897952	0
chr8:127741097-127741207	0
chr8:126554792-126554905	0
chr8:125437994-125438116	0
chr8:125284147-125284259	0
chr8:124580140-124580256	
chr8:124490704-124490816	0
chr8:124357779-124357897	0
chr8:124357044-124357154	0
chr8:124312926-124313037	
chr8:124120616-124120726	
chr8:123974609-123974732	
chr8:123814293-123814405	0
chr8:123501791-123501902	
chr8:123499419-123499533	
chr8:123274425-123274535	
chr8:123248762-123248873	0
chr8:123220260-123220371	0
chr8:123013380-123013490	0
chr8:122974192-122974303	1
chr8:120054264-120054376	
chr8:120050945-120051077	
chr8:120050263-120050374	0
chr8:118190458-118190581	0
chr8:118085429-118085545	0
chr8:118036022-118036137	0
chr8:117901963-117902077	0
chr8:117799517-117799628	0
chr8:116847014-116847127	0
chr8:116774480-116774590	0
chr8:116772131-116772241	0
chr8:115668764-115668878	
chr8:115620132-115620245	
chr8:115532194-115532307	
chr8:115435948-115436094	
chr8:115412494-115412604	
chr8:109251132-109251242	0
chr8:109242736-109242847	0
chr8:108201804-108201914	0
chr8:107900290-107900401	
chr8:107899578-107899688	
chr8:106751229-106751342	
chr8:106671101-106671215	0
chr8:103317788-103317911	0
chr8:103068871-103068984	0
chr8:101689178-101689293	
chr8:101669541-101669652	0
chr8:101620880-101620991	0
chr8:101197484-101197596	
chr8:100919819-100919932	0
chr8:99876317-99876430	
chr8:98454759-98454869	0
chr8:97729037-97729155	0
chr8:97728858-97728971	
chr8:97728707-97728825	1
chr8:97727826-97727936	0
chr8:97727444-97727556	0
chr8:97726889-97726999	0
chr8:97274170-97274283	
chr8:95154818-95154928	0
chr8:94946056-94946167	0
chr8:94934099-94934210	0
chr8:94929368-94929481	
chr8:94927862-94927972	
chr8:94926369-94926483	0
chr8:94788591-94788702	
chr8:94781006-94781124	
chr8:94751073-94751186	0
chr8:94737732-94737860	0
chr8:94707214-94707325	0
chr8:94499028-94499154	0
chr8:93721773-93721884	
chr8:90995119-90995232	
chr8:90625475-90625587	0
chr8:89955276-89955388	0
chr8:89925456-89925568	
chr8:86559587-86559698	0
chr8:86467346-86467459	0
chr8:86464885-86464995	0
chr8:86433871-86433983	0
chr8:85281460-85281570	
chr8:85129310-85129420	0
chr8:81758957-81759069	1
chr8:80993549-80993667	0
chr8:80523567-80523680	
chr8:80522984-80523094	
chr8:80036449-80036561	0
chr8:79664939-79665052	
chr8:78717453-78717567	
chr8:75562086-75562196	0
chr8:74854483-74854593	0
chr8:73857197-73857307	0
chr8:73792788-73792900	
chr8:73792299-73792409	
chr8:73324393-73324503	0
chr8:73323603-73323722	0
chr8:73046372-73046484	0
chr8:70594405-70594516	0
chr8:70199401-70199521	0
chr8:70194626-70194747	1
chr8:67334234-67334351	0
chr8:66860405-66860516	
chr8:65631833-65631950	0
chr8:65602778-65602890	0
chr8:61625553-61625665	0
chr8:61579859-61579982	0
chr8:58582145-58582260	0
chr8:58424180-58424294	
chr8:56963085-56963196	0
chr8:56067635-56067748	
chr8:56010707-56010818	0
chr8:56010522-56010637	0
chr8:55775197-55775315	0
chr8:54047350-54047462	0
chr8:52623502-52623613	0
chr8:52623154-52623265	0
chr8:51843126-51843237	0
chr8:51821690-51821805	0
chr8:51818359-51818476	
chr8:48918631-48918742	
chr8:48062537-48062654	0
chr8:47977213-47977335	0
chr8:47954299-47954409	0
chr8:47773142-47773253	1
chr8:47643465-47643596	0
chr8:43195722-43195835	0
chr8:43146859-43146975	0
chr8:43130712-43130834	0
chr8:43026988-43027098	
chr8:43023383-43023504	0
chr8:43023155-43023278	0
chr8:42864905-42865019	0
chr8:42837274-42837386	
chr8:42170021-42170134	
chr8:42021875-42022000	0
chr8:42013210-42013325	0
chr8:41931603-41931714	0
chr8:40154198-40154314	0
chr8:39103699-39103810	0
chr8:38972719-38972832	0
chr8:38972133-38972245	1
chr8:38848911-38849026	
chr8:38848071-38848182	0
chr8:38317711-38317822	0
chr8:38264101-38264215	0
chr8:38142182-38142295	
chr8:37861139-37861252	0
chr8:37860290-37860405	0
chr8:37843692-37843802	0
chr8:37779008-37779118	0
chr8:37778867-37778983	0
chr8:37757299-37757409	0
chr8:37754785-37754897	0
chr8:35523657-35523767	0
chr8:35523594-35523704	0
chr8:34874627-34874766	0
chr8:33564341-33564462	0
chr8:33512827-33512947	0
chr8:33512264-33512374	0
chr8:33499948-33500059	0
chr8:33498991-33499105	
chr8:33496667-33496787	0
chr8:32640195-32640324	0
chr8:32636926-32637038	0
chr8:30752982-30753095	0
chr8:30679226-30679336	0
chr8:30679099-30679218	0
chr8:30678309-30678427	0
chr8:29333103-29333213	0
chr8:29260571-29260683	0
chr8:29256700-29256823	0
chr8:28573653-28573766	
chr8:28461506-28461616	
chr8:28346916-28347027	0
chr8:28022107-28022226	
chr8:27870164-27870285	
chr8:27832974-27833085	0
chr8:27803499-27803617	0
chr8:27671608-27671718	
chr8:27331409-27331520	0
chr8:26657993-26658103	0
chr8:26656124-26656242	0
chr8:26655747-26655858	0
chr8:26410879-26410989	0
chr8:26363650-26363767	0
chr8:25428605-25428717	0
chr8:24405452-24405562	1
chr8:24314874-24314988	1
chr8:23854503-23854615	0
chr8:23571885-23571995	
chr8:23566665-23566779	1
chr8:23432117-23432228	0
chr8:22689896-22690006	
chr8:22613305-22613426	0
chr8:22404665-22404779	0
chr8:19404557-19404673	
chr8:18820121-18820237	
chr8:18801782-18801892	
chr8:18533872-18533983	
chr8:18530635-18530750	
chr8:18067137-18067247	0
chr8:18057312-18057422	0
chr8:18027812-18027925	
chr8:17645341-17645454	0
chr8:17230480-17230591	0
chr8:17229789-17229902	0
chr8:17221930-17222051	
chr8:13085526-13085642	
chr8:13084559-13084674	
chr8:12722734-12722851	
chr8:12502095-12502210	
chr8:11559470-11559581	
chr8:11559277-11559388	
chr8:10724670-10724786	
chr8:9752915-9753031	0
chr8:9628117-9628228	
chr8:9026808-9026921	0
chr8:8854634-8854747	0
chr8:8785687-8785804	1
chr8:8784258-8784369	0
chr8:6536922-6537040	0
chr8:2000990-2001100	0
chr8:490830-490940	
chr8:476760-476873	
chr7:158587587-158587702	
chr7:158463633-158463744	0
chr7:158209063-158209173	0
chr7:157386210-157386325	0
chr7:157269259-157269373	0
chr7:156681035-156681146	0
chr7:154948728-154948838	0
chr7:152222024-152222135	
chr7:152163711-152163822	0
chr7:152162680-152162790	0
chr7:152135461-152135572	
chr7:152122110-152122224	
chr7:151632758-151632869	
chr7:151624130-151624240	0
chr7:151617243-151617360	0
chr7:151556151-151556264	0
chr7:149479910-149480020	0
chr7:149178678-149178789	0
chr7:149154338-149154448	0
chr7:149003624-149003739	0
chr7:144524865-144524984	0
chr7:144235898-144236008	0
chr7:144235733-144235844	0
chr7:143306519-143306638	0
chr7:143271692-143271804	
chr7:142862768-142862881	
chr7:140518397-140518508	
chr7:140111894-140112009	0
chr7:139984772-139984884	1
chr7:139951900-139952063	0
chr7:139947818-139947932	0
chr7:139677210-139677331	0
chr7:139674013-139674127	0
chr7:139572559-139572670	0
chr7:139571616-139571726	1
chr7:139569690-139569801	0
chr7:139568871-139568990	0
chr7:139567344-139567456	0
chr7:139565666-139565776	0
chr7:139565151-139565265	
chr7:139561703-139561813	0
chr7:139307431-139307546	0
chr7:139304778-139304888	0
chr7:139273289-139273400	0
chr7:139089599-139089709	0
chr7:139057310-139057420	0
chr7:139026082-139026193	0
chr7:138404095-138404216	
chr7:137928079-137928190	0
chr7:137877131-137877242	0
chr7:137876281-137876419	0
chr7:137875034-137875148	0
chr7:137227417-137227530	
chr7:135675872-135675992	
chr7:135471220-135471331	0
chr7:135437128-135437253	0
chr7:135435967-135436079	0
chr7:135378468-135378581	0
chr7:134968809-134968921	0
chr7:134646847-134646972	0
chr7:134042427-134042540	0
chr7:131501134-131501245	1
chr7:131496391-131496501	0
chr7:131495546-131495656	0
chr7:131339858-131339968	0
chr7:131071686-131071798	
chr7:130971572-130971691	
chr7:130506435-130506550	
chr7:130166003-130166115	
chr7:130135041-130135162	0
chr7:130134582-130134692	0
chr7:129952638-129952753	0
chr7:129833952-129834068	0
chr7:129833045-129833159	0
chr7:129832452-129832564	0
chr7:129736581-129736693	0
chr7:129731221-129731338	0
chr7:129429970-129430086	1
chr7:129416025-129416135	0
chr7:129388966-129389077	0
chr7:129229011-129229134	
chr7:129035900-129036021	0
chr7:128858526-128858649	0
chr7:128770526-128770641	0
chr7:128659048-128659159	
chr7:128637763-128637886	0
chr7:127591531-127591641	0
chr7:127392039-127392153	0
chr7:123748662-123748772	0
chr7:123706283-123706393	0
chr7:123684481-123684592	0
chr7:123683324-123683436	0
chr7:122539775-122539888	0
chr7:122319900-122320023	
chr7:121099982-121100095	
chr7:121080660-121080779	
chr7:120967626-120967739	0
chr7:117711299-117711409	0
chr7:116919046-116919157	0
chr7:116918617-116918727	0
chr7:116559564-116559678	0
chr7:116507621-116507732	
chr7:116258140-116258253	0
chr7:115018959-115019071	
chr7:114336474-114336586	
chr7:112467891-112468002	0
chr7:111556581-111556692	0
chr7:108573444-108573556	0
chr7:108514893-108515003	0
chr7:107202921-107203035	0
chr7:107202486-107202607	0
chr7:107195757-107195867	0
chr7:107186425-107186544	0
chr7:106254475-106254590	0
chr7:105854480-105854593	
chr7:105581798-105581912	0
chr7:105457090-105457200	
chr7:105116328-105116439	
chr7:105113550-105113664	
chr7:105051044-105051159	0
chr7:103315119-103315233	0
chr7:103116014-103116127	
chr7:103102462-103102573	
chr7:103102098-103102208	
chr7:103099421-103099536	1
chr7:102646873-102647023	0
chr7:102637335-102637454	
chr7:102633998-102634111	
chr7:102580339-102580461	0
chr7:102579891-102580010	0
chr7:102564630-102564740	0
chr7:102546652-102546766	0
chr7:102538229-102538346	0
chr7:102537206-102537322	0
chr7:102533592-102533704	0
chr7:102448831-102448946	
chr7:102448666-102448782	
chr7:102426197-102426308	
chr7:102394053-102394167	0
chr7:102255351-102255461	0
chr7:101095016-101095134	
chr7:101093479-101093593	0
chr7:101093290-101093409	0
chr7:101090635-101090776	0
chr7:100993995-100994105	
chr7:100964029-100964139	0
chr7:100681454-100681565	0
chr7:100681307-100681423	0
chr7:100673765-100673902	0
chr7:100574582-100574698	0
chr7:100565839-100565958	0
chr7:100562592-100562707	0
chr7:100359455-100359567	
chr7:100345879-100345990	
chr7:100231178-100231301	0
chr7:100159669-100159782	0
chr7:100124746-100124862	
chr7:100070116-100070226	0
chr7:100041272-100041382	0
chr7:100039936-100040047	0
chr7:100039274-100039393	0
chr7:100038944-100039058	0
chr7:100037971-100038081	0
chr7:100036783-100036894	0
chr7:100036676-100036791	0
chr7:100035368-100035480	0
chr7:100028744-100028862	0
chr7:99575520-99575641	0
chr7:99396453-99396563	0
chr7:99394648-99394762	0
chr7:99138057-99138169	0
chr7:99060457-99060570	0
chr7:99013157-99013268	0
chr7:98881701-98881814	0
chr7:97971644-97971762	0
chr7:96140969-96141087	0
chr7:95596473-95596585	0
chr7:94528223-94528336	
chr7:93315786-93315902	0
chr7:93100606-93100716	0
chr7:92606587-92606699	0
chr7:92562268-92562379	0
chr7:92536871-92536982	
chr7:92536782-92536894	
chr7:92401161-92401272	0
chr7:92400535-92400646	
chr7:92287985-92288107	0
chr7:92261340-92261477	1
chr7:92200307-92200422	
chr7:92109976-92110088	0
chr7:91265094-91265208	0
chr7:91209394-91209509	
chr7:90235566-90235677	
chr7:88278012-88278125	
chr7:81947278-81947389	
chr7:79467190-79467303	
chr7:77592114-77592225	0
chr7:77380658-77380768	
chr7:77063888-77064008	
chr7:76975212-76975325	0
chr7:76610829-76610941	0
chr7:76466542-76466654	0
chr7:76328749-76328861	0
chr7:76327173-76327285	0
chr7:75811430-75811544	0
chr7:75811116-75811227	0
chr7:75535663-75535778	
chr7:75535312-75535423	
chr7:75371564-75371679	0
chr7:75026611-75026723	0
chr7:74881703-74881814	0
chr7:74858768-74858881	0
chr7:74821805-74821917	0
chr7:74700528-74700648	0
chr7:74396410-74396531	0
chr7:73441282-73441392	0
chr7:73440461-73440572	0
chr7:73271762-73271872	0
chr7:72906741-72906852	0
chr7:70792565-70792680	
chr7:70792437-70792557	0
chr7:70777101-70777211	0
chr7:67238201-67238311	
chr7:67219795-67219911	
chr7:67219648-67219759	
chr7:67212278-67212390	
chr7:67210793-67210906	
chr7:67204560-67204670	
chr7:67199886-67199998	
chr7:67189395-67189506	0
chr7:67189272-67189382	0
chr7:67133580-67133690	0
chr7:67119069-67119190	0
chr7:66785829-66785940	0
chr7:66687463-66687577	0
chr7:66656770-66656891	0
chr7:66157120-66157231	
chr7:65957434-65957544	0
chr7:65722624-65722735	0
chr7:56058293-56058403	0
chr7:56011539-56011654	
chr7:55975989-55976121	0
chr7:55956077-55956189	0
chr7:55397410-55397530	0
chr7:55391478-55391588	0
chr7:55211547-55211661	
chr7:55204560-55204671	0
chr7:55038694-55038809	0
chr7:54752250-54752361	0
chr7:50403770-50403888	
chr7:45730401-45730517	
chr7:44879351-44879464	0
chr7:44848006-44848118	0
chr7:44829553-44829670	0
chr7:44708944-44709058	0
chr7:44578811-44578935	0
chr7:44026448-44026567	
chr7:44006559-44006679	0
chr7:43633754-43633864	0
chr7:43625703-43625827	0
chr7:41961921-41962032	
chr7:40070758-40070876	0
chr7:40067496-40067611	0
chr7:40053707-40053819	0
chr7:40012079-40012191	0
chr7:39987232-39987342	0
chr7:39707551-39707663	1
chr7:39623596-39623721	0
chr7:37278063-37278186	0
chr7:37239120-37239231	0
chr7:37152394-37152510	0
chr7:36854488-36854605	
chr7:36534986-36535097	0
chr7:36198365-36198484	0
chr7:36173447-36173561	0
chr7:35904755-35904867	0
chr7:35904376-35904487	0
chr7:35633441-35633559	
chr7:35633018-35633132	0
chr7:33048126-33048248	0
chr7:33039512-33039627	0
chr7:33035972-33036082	0
chr7:33014452-33014566	1
chr7:33006041-33006162	0
chr7:32754733-32754854	0
chr7:32586422-32586534	0
chr7:32549707-32549820	0
chr7:30756187-30756303	
chr7:30633846-30633961	0
chr7:30594916-30595032	0
chr7:30302491-30302603	0
chr7:30162444-30162559	
chr7:30162199-30162314	
chr7:30010994-30011105	
chr7:29920221-29920332	
chr7:29916662-29916774	
chr7:29496265-29496375	0
chr7:27828814-27828931	0
chr7:27170912-27171022	0
chr7:27111435-27111563	0
chr7:27107782-27107902	
chr7:26668004-26668115	0
chr7:26212532-26212663	0
chr7:25121972-25122086	
chr7:25120040-25120155	
chr7:25119528-25119641	
chr7:24897031-24897147	0
chr7:24707633-24707750	
chr7:23693420-23693530	0
chr7:23506183-23506294	0
chr7:23505450-23505570	0
chr7:23505235-23505346	0
chr7:23505114-23505225	0
chr7:22856671-22856781	
chr7:22118430-22118540	0
chr7:21901917-21902029	0
chr7:21901518-21901630	1
chr7:21514481-21514594	
chr7:20413190-20413300	
chr7:20157570-20157686	0
chr7:20139775-20139912	0
chr7:20003239-20003379	0
chr7:17794768-17794879	0
chr7:17345262-17345376	0
chr7:16792621-16792732	0
chr7:16753754-16753865	0
chr7:16706139-16706249	0
chr7:13989001-13989111	
chr7:13894104-13894219	0
chr7:12690250-12690364	
chr7:12653050-12653170	
chr7:12233627-12233740	
chr7:12233185-12233300	
chr7:8088190-8088321	
chr7:8086930-8087049	
chr7:8022412-8022523	
chr7:7976429-7976548	
chr7:7247969-7248080	0
chr7:7216928-7217043	0
chr7:6751884-6752013	
chr7:6462763-6462873	0
chr7:6436050-6436161	0
chr7:6428436-6428548	0
chr7:6402475-6402587	0
chr7:6341093-6341204	0
chr7:6162376-6162488	0
chr7:5621121-5621240	1
chr7:5307203-5307314	0
chr7:5306827-5306938	1
chr7:4770853-4770964	1
chr7:2957273-2957389	
chr7:2728289-2728399	0
chr7:2664424-2664539	0
chr7:2601375-2601486	0
chr7:2527287-2527403	0
chr7:1543050-1543160	
chr7:1138115-1138226	1
chr7:856387-856500	0
chr7:845490-845600	0
chr7:498272-498385	0
chr7:497935-498046	0
chr6:170572251-170572364	1
chr6:170405963-170406074	0
chr6:170381756-170381870	0
chr6:169771038-169771148	
chr6:169767706-169767831	0
chr6:169217789-169217899	0
chr6:169216113-169216223	0
chr6:167951774-167951884	0
chr6:167947125-167947242	0
chr6:167039981-167040093	
chr6:167021022-167021136	0
chr6:166585580-166585694	0
chr6:166411168-166411281	0
chr6:166411053-166411163	0
chr6:163571622-163571732	
chr6:163570844-163570961	0
chr6:161098268-161098401	
chr6:160400605-160400730	
chr6:160106212-160106323	0
chr6:160105855-160105989	0
chr6:159680896-159681008	0
chr6:159271624-159271737	
chr6:158766263-158766374	0
chr6:158765865-158765979	0
chr6:158714314-158714427	
chr6:158634978-158635091	0
chr6:158511340-158511454	0
chr6:158192292-158192405	0
chr6:158144227-158144337	
chr6:158098486-158098600	0
chr6:158045565-158045678	0
chr6:158035917-158036031	0
chr6:157673479-157673593	0
chr6:157543298-157543410	0
chr6:157506855-157506965	0
chr6:157416620-157416746	0
chr6:157209078-157209192	0
chr6:157208827-157208937	0
chr6:157208665-157208783	
chr6:157208059-157208169	0
chr6:156947585-156947701	0
chr6:155265453-155265563	0
chr6:154833927-154834037	0
chr6:154824251-154824361	0
chr6:154467690-154467806	0
chr6:152988465-152988584	0
chr6:152121718-152121829	
chr6:152100984-152101101	
chr6:152100722-152100837	
chr6:151357130-151357253	
chr6:151305828-151305938	0
chr6:150806779-150806901	0
chr6:150248877-150248990	
chr6:149825607-149825725	0
chr6:149819643-149819759	0
chr6:149724700-149724810	
chr6:149715998-149716111	0
chr6:149671072-149671199	0
chr6:149622082-149622196	0
chr6:149598686-149598798	0
chr6:149591241-149591353	0
chr6:149317949-149318060	0
chr6:148974269-148974380	
chr6:148551101-148551211	
chr6:148549764-148549876	
chr6:148549015-148549132	
chr6:147566237-147566349	0
chr6:144285626-144285737	0
chr6:144172834-144172946	
chr6:143940679-143940793	
chr6:143844611-143844721	0
chr6:143830230-143830348	
chr6:143829816-143829926	
chr6:143826005-143826120	
chr6:143825566-143825676	
chr6:143824728-143824841	
chr6:143637288-143637410	0
chr6:143584930-143585047	0
chr6:143578855-143578965	0
chr6:143552868-143552980	0
chr6:143481098-143481220	0
chr6:142444702-142444814	0
chr6:139178448-139178566	0
chr6:138792479-138792591	0
chr6:138773840-138773950	0
chr6:138463454-138463572	0
chr6:138107311-138107432	0
chr6:137882816-137882928	1
chr6:137871137-137871248	0
chr6:137197779-137197893	0
chr6:136557563-136557677	0
chr6:136538574-136538685	0
chr6:136537095-136537209	0
chr6:136260486-136260597	0
chr6:134964772-134964891	0
chr6:134169425-134169536	0
chr6:133990857-133990968	
chr6:133889309-133889427	0
chr6:131949538-131949649	0
chr6:131948592-131948713	0
chr6:131598642-131598752	
chr6:130934746-130934862	0
chr6:130840557-130840673	0
chr6:129577536-129577647	0
chr6:129243818-129243928	
chr6:129205343-129205453	
chr6:128336141-128336252	0
chr6:126015033-126015146	0
chr6:125929189-125929302	0
chr6:125092090-125092201	
chr6:122809478-122809589	0
chr6:122437125-122437252	
chr6:122402512-122402624	
chr6:121448709-121448819	0
chr6:119285558-119285671	0
chr6:117708592-117708703	0
chr6:117707120-117707233	0
chr6:117587829-117587941	0
chr6:116689357-116689468	
chr6:116590318-116590429	0
chr6:113970895-113971020	0
chr6:113970810-113970920	0
chr6:113862366-113862484	0
chr6:113861144-113861257	0
chr6:113861024-113861138	0
chr6:113860688-113860800	0
chr6:113857602-113857717	0
chr6:111661302-111661414	0
chr6:111577099-111577211	0
chr6:111338262-111338402	
chr6:111304563-111304679	
chr6:110895400-110895528	0
chr6:110874975-110875086	0
chr6:109724784-109724900	0
chr6:109707315-109707427	0
chr6:108683636-108683752	0
chr6:108680701-108680815	0
chr6:108591836-108591950	0
chr6:107893500-107893610	0
chr6:107886795-107886912	0
chr6:107869722-107869844	0
chr6:107869149-107869259	
chr6:107868173-107868286	
chr6:107153523-107153633	0
chr6:107048745-107048855	0
chr6:107031400-107031514	0
chr6:106109246-106109356	0
chr6:106107627-106107749	0
chr6:99533902-99534016	
chr6:99400109-99400221	
chr6:96553881-96553991	0
chr6:96207180-96207300	
chr6:96165471-96165585	
chr6:96147991-96148101	
chr6:89643170-89643281	
chr6:89636630-89636748	0
chr6:89634375-89634486	
chr6:89165091-89165202	0
chr6:89164888-89165004	0
chr6:88646995-88647112	
