Position	b17f7e44-a968-4207-aa50-3a94ad945de6_wxs_gdc_realn.bam
chr7:92083652-92083764	
chr7:92077046-92077163	0
chr7:92070756-92070875	
chr7:92042027-92042139	1
chr7:92040954-92041069	
chr7:92040596-92040713	0
chr7:91993144-91993255	
chr7:91880072-91880185	0
chr7:91270126-91270236	0
chr7:91265094-91265208	
chr7:91117949-91118059	
chr7:90917786-90917896	
chr7:90747848-90747966	
chr7:90709720-90709832	0
chr7:90354373-90354486	
chr7:90353011-90353121	1
chr7:90352752-90352862	0
chr7:90307663-90307775	
chr7:90304593-90304738	0
chr7:90300114-90300230	
chr7:90299746-90299856	
chr7:90238099-90238213	0
chr7:90161717-90161830	
chr7:88795001-88795112	0
chr7:88565903-88566024	
chr7:88130223-88130337	
chr7:88075433-88075549	0
chr7:87897185-87897297	0
chr7:87887264-87887374	0
chr7:87856174-87856285	0
chr7:87700533-87700643	
chr7:87694050-87694162	
chr7:87693843-87693953	
chr7:87453130-87453251	
chr7:87426894-87427030	0
chr7:87419753-87419863	
chr7:87375921-87376032	0
chr7:87194611-87194721	1
chr7:87173438-87173567	0
chr7:86944743-86944853	0
chr7:86918273-86918397	
chr7:86893054-86893165	0
chr7:85381037-85381149	
chr7:85121893-85122006	0
chr7:85065300-85065410	0
chr7:85055595-85055735	
chr7:85042243-85042353	0
chr7:84135066-84135183	
chr7:84110643-84110756	
chr7:83648333-83648448	
chr7:83469348-83469462	
chr7:83394221-83394338	0
chr7:83392433-83392551	0
chr7:83162466-83162576	0
chr7:83156353-83156470	
chr7:83134168-83134293	0
chr7:82902538-82902663	0
chr7:82335212-82335322	0
chr7:82136630-82136740	
chr7:82066476-82066592	0
chr7:82012204-82012317	0
chr7:82005456-82005570	0
chr7:81983320-81983430	0
chr7:81968967-81969077	
chr7:81962460-81962570	0
chr7:81950466-81950576	0
chr7:80827342-80827465	0
chr7:80670129-80670243	
chr7:80199084-80199195	0
chr7:80188805-80188927	0
chr7:78521756-78521866	
chr7:78501434-78501549	0
chr7:78168108-78168222	
chr7:78078762-78078872	
chr7:77954792-77954903	0
chr7:77937641-77937755	0
chr7:77768539-77768650	0
chr7:77765611-77765721	0
chr7:77637011-77637121	0
chr7:77618300-77618411	
chr7:77592114-77592225	0
chr7:77377350-77377472	
chr7:77377187-77377308	
chr7:77376725-77376845	0
chr7:77355737-77355856	
chr7:77355385-77355499	0
chr7:77349369-77349482	0
chr7:77259889-77260047	0
chr7:77254439-77254551	
chr7:77109746-77109856	0
chr7:77057722-77057832	
chr7:77041987-77042097	0
chr7:77040204-77040316	
chr7:77026619-77026739	
chr7:77013922-77014032	0
chr7:76625528-76625641	0
chr7:76551549-76551659	0
chr7:76514972-76515083	0
chr7:76433059-76433171	0
chr7:76361429-76361542	
chr7:76303836-76303950	0
chr7:76281292-76281402	
chr7:76021955-76022068	
chr7:75987449-75987562	0
chr7:75943903-75944013	
chr7:75883850-75883962	
chr7:75556636-75556747	
chr7:75525764-75525877	0
chr7:75516343-75516456	
chr7:75512767-75512881	
chr7:75496354-75496474	
chr7:75484060-75484170	0
chr7:75440960-75441073	0
chr7:75439337-75439448	
chr7:75366558-75366680	0
chr7:75365027-75365139	0
chr7:75362219-75362341	
chr7:75344030-75344145	
chr7:75340974-75341093	
chr7:75316063-75316178	
chr7:75313007-75313126	
chr7:75288135-75288250	
chr7:75282051-75282170	
chr7:75212227-75212348	0
chr7:75210343-75210453	0
chr7:75200354-75200464	0
chr7:75199903-75200015	
chr7:75197089-75197199	0
chr7:75192969-75193082	0
chr7:75192338-75192452	0
chr7:75187967-75188081	0
chr7:75144174-75144288	0
chr7:75143779-75143892	0
chr7:75138775-75138892	0
chr7:75123021-75123133	0
chr7:75120988-75121104	0
chr7:75064278-75064396	
chr7:75056135-75056245	0
chr7:75020192-75020303	0
chr7:74905540-74905655	
chr7:74896156-74896266	
chr7:74884639-74884751	0
chr7:74883110-74883228	1
chr7:74824841-74824954	0
chr7:74810757-74810867	0
chr7:74807068-74807185	0
chr7:74802070-74802183	0
chr7:74801674-74801788	0
chr7:74758005-74758119	0
chr7:74753623-74753737	
chr7:74752990-74753104	0
chr7:74748864-74748974	0
chr7:74747758-74747877	
chr7:74746046-74746158	
chr7:74745597-74745707	0
chr7:74735620-74735733	0
chr7:74733718-74733832	0
chr7:74714669-74714781	
chr7:74705093-74705205	
chr7:74691158-74691273	0
chr7:74690752-74690862	
chr7:74252356-74252469	0
chr7:74098862-74098980	
chr7:74066521-74066632	
chr7:74065566-74065684	
chr7:74053270-74053409	0
chr7:73864853-73864967	
chr7:73840071-73840183	0
chr7:73624092-73624202	0
chr7:73593946-73594059	0
chr7:73552042-73552157	
chr7:73465518-73465633	0
chr7:73463189-73463307	
chr7:73459352-73459467	
chr7:73313268-73313379	0
chr7:73304669-73304785	0
chr7:73271394-73271516	0
chr7:73253663-73253776	0
chr7:73248662-73248775	0
chr7:73248265-73248380	0
chr7:73204609-73204723	0
chr7:73200225-73200340	0
chr7:73199593-73199706	0
chr7:73195475-73195585	0
chr7:73194372-73194488	
chr7:73192660-73192771	0
chr7:73192210-73192320	0
chr7:73182234-73182348	0
chr7:73180327-73180448	0
chr7:73111337-73111455	
chr7:73108309-73108427	
chr7:73105255-73105370	
chr7:73080275-73080393	
chr7:73077222-73077337	
chr7:73052165-73052279	
chr7:73049112-73049227	
chr7:73020969-73021084	
chr7:73002766-73002889	
chr7:72999974-73000086	0
chr7:72998433-72998555	0
chr7:72949768-72949884	0
chr7:72928160-72928272	
chr7:72833999-72834116	
chr7:72810365-72810479	0
chr7:72802572-72802684	
chr7:72771662-72771774	0
chr7:72694780-72694891	0
chr7:72694564-72694676	
chr7:72575715-72575825	0
chr7:70790540-70790666	0
chr7:70118236-70118347	
chr7:69600003-69600137	
chr7:68720300-68720423	
chr7:67305921-67306031	0
chr7:67297395-67297512	
chr7:67282757-67282872	
chr7:67281408-67281518	
chr7:67238201-67238311	0
chr7:67055689-67055804	0
chr7:67024734-67024849	
chr7:67014599-67014709	0
chr7:66998158-66998268	0
chr7:66992956-66993074	
chr7:66990966-66991078	0
chr7:66951100-66951216	0
chr7:66839693-66839805	0
chr7:66797283-66797393	0
chr7:66606643-66606753	
chr7:66423950-66424064	
chr7:66423132-66423246	
chr7:66134209-66134324	0
chr7:66092411-66092527	
chr7:66087193-66087333	
chr7:66081529-66081644	
chr7:65961017-65961131	0
chr7:65761531-65761646	0
chr7:65757913-65758024	
chr7:65706359-65706470	0
chr7:65691903-65692016	0
chr7:65489532-65489652	0
chr7:65388588-65388699	
chr7:65387827-65387944	0
chr7:65200631-65200741	0
chr7:65185565-65185678	0
chr7:65179487-65179601	0
chr7:65072280-65072391	0
chr7:65072023-65072145	0
chr7:64863966-64864077	
chr7:64815042-64815157	
chr7:64814833-64814946	0
chr7:64583263-64583373	1
chr7:64544389-64544521	
chr7:64434686-64434821	
chr7:64213027-64213138	0
chr7:64141442-64141554	
chr7:64077210-64077322	0
chr7:64069022-64069133	
chr7:63993827-63993940	
chr7:63636375-63636485	0
chr7:63572870-63573000	0
chr7:63568518-63568635	1
chr7:63148781-63148893	
chr7:57822533-57822646	0
chr7:57820033-57820146	
chr7:57770579-57770708	
chr7:57496610-57496732	0
chr7:57495284-57495399	0
chr7:57491739-57491865	0
chr7:57488176-57488295	0
chr7:57487887-57488013	0
chr7:57148286-57148396	
chr7:57008264-57008381	0
chr7:56940473-56940583	0
chr7:56937273-56937386	
chr7:56650456-56650566	
chr7:56503002-56503121	0
chr7:56289819-56289946	
chr7:56076997-56077114	
chr7:56073964-56074094	0
chr7:56068650-56068764	
chr7:56061618-56061744	0
chr7:56058293-56058403	0
chr7:56017374-56017490	0
chr7:56011539-56011654	
chr7:55984746-55984856	0
chr7:55842857-55842968	0
chr7:55764686-55764798	0
chr7:55706933-55707056	
chr7:55682934-55683050	
chr7:55497504-55497620	
chr7:55201319-55201435	0
chr7:54936290-54936400	0
chr7:54752250-54752361	0
chr7:54542796-54542908	0
chr7:51027566-51027678	0
chr7:50732353-50732468	
chr7:50595552-50595687	
chr7:50469929-50470042	
chr7:50387191-50387301	0
chr7:50376433-50376543	0
chr7:50151276-50151386	
chr7:50104413-50104525	0
chr7:49911873-49911997	
chr7:48644539-48644658	0
chr7:48372465-48372583	0
chr7:48278020-48278137	0
chr7:48268800-48268923	0
chr7:48052520-48052632	0
chr7:48009081-48009191	
chr7:48005876-48005986	0
chr7:47987489-47987600	
chr7:47967642-47967758	0
chr7:47940273-47940385	0
chr7:47819593-47819704	
chr7:47817819-47817929	
chr7:47424142-47424254	0
chr7:47413858-47413981	
chr7:44801136-44801252	0
chr7:44799289-44799400	
chr7:44759034-44759157	
chr7:44675827-44675943	
chr7:44624241-44624360	0
chr7:44510909-44511020	
chr7:44468299-44468420	
chr7:44467777-44467892	
chr7:44246937-44247050	
chr7:44016683-44016794	0
chr7:44002269-44002390	
chr7:43966018-43966128	0
chr7:43501133-43501253	
chr7:43361007-43361139	0
chr7:42802280-42802416	
chr7:42223286-42223400	0
chr7:42148085-42148227	
chr7:41700434-41700544	
chr7:41690092-41690206	
chr7:40195172-40195290	
chr7:40195093-40195206	0
chr7:40189463-40189579	0
chr7:40188384-40188505	0
chr7:40088061-40088172	0
chr7:40047671-40047783	
chr7:39833477-39833592	0
chr7:39464056-39464172	0
chr7:39339638-39339769	
chr7:39085710-39085823	
chr7:38771230-38771344	
chr7:38427123-38427234	
chr7:38422569-38422681	
chr7:38422504-38422652	0
chr7:38385051-38385162	
chr7:38358835-38358950	
chr7:38262203-38262317	0
chr7:38245251-38245362	
chr7:38242479-38242599	0
chr7:37132939-37133055	
chr7:36686821-36686947	
chr7:36632064-36632175	0
chr7:36620846-36620973	0
chr7:36540536-36540652	0
chr7:36427009-36427119	0
chr7:36425947-36426062	0
chr7:36416944-36417054	0
chr7:35904376-35904487	0
chr7:35883736-35883850	
chr7:35882252-35882366	
chr7:35801180-35801290	0
chr7:35670108-35670219	0
chr7:35248796-35248913	0
chr7:35179111-35179223	0
chr7:35164959-35165083	0
chr7:35162236-35162347	
chr7:35150229-35150342	0
chr7:35091713-35091824	0
chr7:35091693-35091812	0
chr7:34973558-34973668	0
chr7:34957759-34957869	0
chr7:34940086-34940200	
chr7:34684711-34684824	0
chr7:34078675-34078785	
chr7:34061900-34062015	1
chr7:33939976-33940086	0
chr7:33177409-33177521	0
chr7:33152626-33152737	
chr7:33096594-33096705	0
chr7:33035972-33036082	0
chr7:33015507-33015617	1
chr7:32823173-32823285	
chr7:32788562-32788681	
chr7:32755362-32755481	
chr7:32723717-32723836	0
chr7:32580663-32580774	0
chr7:32553572-32553686	0
chr7:31837983-31838093	
chr7:31330868-31330982	
chr7:31092571-31092684	
chr7:30766145-30766284	0
chr7:30633846-30633961	
chr7:30626930-30627046	0
chr7:30446042-30446152	0
chr7:30289935-30290046	0
chr7:30074196-30074323	0
chr7:30073938-30074051	0
chr7:30052590-30052710	0
chr7:30022522-30022632	
chr7:29732094-29732205	0
chr7:29731880-29731994	0
chr7:29694495-29694609	0
chr7:29689924-29690039	1
chr7:29660244-29660354	1
chr7:29507097-29507211	0
chr7:29504671-29504788	
chr7:29367852-29367971	
chr7:29354554-29354666	
chr7:29120768-29120888	
chr7:29086250-29086364	0
chr7:29063916-29064030	
chr7:28819033-28819144	0
chr7:28718674-28718787	0
chr7:28494725-28494838	
chr7:27846357-27846467	0
chr7:27828814-27828931	
chr7:27649669-27649781	
chr7:27492015-27492126	0
chr7:27491708-27491820	0
chr7:27165150-27165260	
chr7:27145396-27145548	
chr7:27107782-27107902	
chr7:27095647-27095771	
chr7:26983053-26983165	
chr7:26844092-26844206	
chr7:26739934-26740044	1
chr7:26725322-26725438	0
chr7:26371753-26371863	0
chr7:26211747-26211858	0
chr7:26208568-26208683	
chr7:26208314-26208426	0
chr7:26197824-26197934	0
chr7:25178992-25179118	
chr7:25158318-25158438	
chr7:25155095-25155205	0
chr7:25142877-25142987	0
chr7:24863650-24863760	
chr7:24861834-24861950	
chr7:24749447-24749564	
chr7:24623565-24623692	0
chr7:24289434-24289544	0
chr7:23832323-23832435	0
chr7:23783513-23783624	
chr7:23728867-23728977	
chr7:23721490-23721601	0
chr7:23702207-23702318	0
chr7:23698014-23698124	0
chr7:23611185-23611295	0
chr7:23512723-23512837	
chr7:23505535-23505658	0
chr7:23505450-23505570	0
chr7:23307741-23307851	0
chr7:23200095-23200212	0
chr7:23199394-23199504	1
chr7:23187963-23188074	0
chr7:23186977-23187090	0
chr7:22976821-22976932	
chr7:22856671-22856781	
chr7:22729779-22729891	0
chr7:22492812-22492922	0
chr7:22318002-22318112	0
chr7:22291193-22291307	0
chr7:22167106-22167216	0
chr7:22150463-22150581	
chr7:21907984-21908094	
chr7:21866270-21866385	
chr7:21852355-21852473	
chr7:21765560-21765709	
chr7:21748444-21748559	
chr7:21735542-21735654	0
chr7:21707813-21707923	0
chr7:21681376-21681487	0
chr7:21606565-21606685	0
chr7:21606277-21606389	
chr7:21564082-21564196	0
chr7:21545224-21545346	
chr7:21429201-21429311	
chr7:20786601-20786714	0
chr7:20728108-20728221	
chr7:20700101-20700211	0
chr7:20699663-20699775	
chr7:20628588-20628701	0
chr7:20363680-20363791	
chr7:20140834-20140952	
chr7:20140790-20140903	
chr7:19145076-19145187	0
chr7:18648402-18648512	
chr7:18629272-18629385	
chr7:18591425-18591558	0
chr7:17814902-17815016	0
chr7:16881965-16882081	0
chr7:16861849-16861967	0
chr7:16794696-16794808	
chr7:16793008-16793118	
chr7:16706139-16706249	
chr7:16682717-16682827	0
chr7:16665457-16665580	0
chr7:16665258-16665369	
chr7:16636407-16636521	0
chr7:16636252-16636381	0
chr7:16580011-16580121	0
chr7:16567502-16567619	0
chr7:16537558-16537668	0
chr7:16532701-16532814	0
chr7:16465379-16465490	0
chr7:16278184-16278295	
chr7:15686122-15686251	0
chr7:15430868-15430983	
chr7:15365330-15365445	
chr7:15306521-15306633	0
chr7:14841404-14841516	
chr7:14757505-14757620	0
chr7:14736148-14736258	0
chr7:14697986-14698099	0
chr7:14477975-14478095	0
chr7:14176654-14176768	
chr7:14149198-14149317	
chr7:13989001-13989111	0
chr7:13988570-13988680	0
chr7:13988545-13988659	
chr7:13988192-13988308	0
chr7:12690665-12690775	0
chr7:12690575-12690688	0
chr7:12690250-12690364	0
chr7:12649616-12649729	0
chr7:12471868-12471985	0
chr7:12359689-12359799	0
chr7:11412430-11412540	
chr7:11401686-11401796	
chr7:11061717-11061828	0
chr7:11038621-11038734	
chr7:10990597-10990707	1
chr7:10982295-10982405	0
chr7:10938125-10938235	0
chr7:8156901-8157024	0
chr7:8143960-8144071	0
chr7:8071156-8071267	
chr7:7606874-7606994	
chr7:7594812-7594927	
chr7:7532686-7532799	
chr7:7517937-7518053	
chr7:7381684-7381798	
chr7:6823465-6823586	0
chr7:6800652-6800767	
chr7:6799372-6799491	
chr7:6798505-6798616	0
chr7:6791693-6791813	0
chr7:6786705-6786817	0
chr7:6786128-6786247	0
chr7:6773229-6773345	0
chr7:6768956-6769072	0
chr7:6767061-6767174	
chr7:6758919-6759031	0
chr7:6751549-6751661	
chr7:6731982-6732092	0
chr7:6721141-6721256	
chr7:6583127-6583240	
chr7:6582349-6582459	
chr7:6446059-6446171	0
chr7:6430377-6430487	
chr7:6400277-6400388	
chr7:6190378-6190496	
chr7:6156767-6156878	1
chr7:6149427-6149540	
chr7:6146287-6146402	
chr7:6135952-6136071	0
chr7:6041172-6041285	0
chr7:6037180-6037295	
chr7:6024789-6024906	0
chr7:5998939-5999055	1
chr7:5997491-5997610	
chr7:5997376-5997493	0
chr7:5997166-5997279	0
chr7:5965774-5965893	0
chr7:5958294-5958405	
chr7:5955698-5955814	0
chr7:5951420-5951536	0
chr7:5938578-5938688	0
chr7:5937996-5938107	0
chr7:5932965-5933085	0
chr7:5928584-5928698	
chr7:5926294-5926405	0
chr7:5925420-5925538	0
chr7:5924142-5924258	
chr7:5901434-5901550	
chr7:5883638-5883757	0
chr7:5880713-5880824	0
chr7:5747696-5747825	
chr7:5740856-5740968	1
chr7:5730592-5730715	0
chr7:5727893-5728004	0
chr7:5641394-5641506	
chr7:5527590-5527705	0
chr7:5390308-5390429	0
chr7:5313149-5313266	0
chr7:5308798-5308921	0
chr7:5294791-5294905	0
chr7:5291578-5291688	0
chr7:5231014-5231127	
chr7:5199638-5199754	0
chr7:5048119-5048230	0
chr7:4986479-4986589	0
chr7:4983772-4983901	0
chr7:4865319-4865430	0
chr7:4775653-4775763	0
chr7:4740769-4740880	0
chr7:3140866-3140982	
chr7:2945705-2945821	0
chr7:2928660-2928770	
chr7:2926781-2926896	
chr7:2924256-2924372	0
chr7:2762737-2762847	0
chr7:2659840-2659960	0
chr7:2601375-2601486	0
chr7:2513197-2513325	0
chr7:2434062-2434175	0
chr7:2394909-2395030	
chr7:2367052-2367169	
chr7:2364209-2364322	0
chr7:2309681-2309793	0
chr7:2288415-2288528	0
chr7:2269489-2269599	
chr7:1747833-1747950	0
chr7:1747252-1747385	0
chr7:1487458-1487569	
chr7:1448463-1448573	
chr7:900833-900952	0
chr7:856387-856500	0
chr7:852729-852841	0
chr7:843159-843270	0
chr7:607271-607381	0
chr7:35423-35539	0
chr7:19628-19746	0
chr6:170572251-170572364	
chr6:170564606-170564716	
chr6:170561908-170562067	
chr6:169781265-169781375	0
chr6:169715811-169715921	0
chr6:169715548-169715659	1
chr6:169664018-169664128	
chr6:169658999-169659113	0
chr6:169246066-169246179	
chr6:169228024-169228139	
chr6:169220305-169220415	0
chr6:169219794-169219908	
chr6:169217789-169217899	0
chr6:168664005-168664115	
chr6:167976620-167976731	0
chr6:167976407-167976518	0
chr6:167976239-167976350	0
chr6:167976100-167976211	0
chr6:167962274-167962387	
chr6:167954377-167954488	0
chr6:167947774-167947884	
chr6:167914477-167914587	
chr6:167381435-167381558	0
chr6:167338774-167338917	0
chr6:167338405-167338528	
chr6:167173494-167173653	0
chr6:167039981-167040093	0
chr6:167033951-167034062	
chr6:167003124-167003237	
chr6:166770751-166770861	
chr6:166508031-166508144	
chr6:166451282-166451409	
chr6:166418042-166418155	
chr6:166328430-166328540	
chr6:166240199-166240309	0
chr6:166164627-166164738	0
chr6:165431571-165431686	
chr6:165431468-165431580	0
chr6:165413361-165413472	
chr6:165396424-165396534	1
chr6:163570844-163570961	
chr6:163570592-163570708	
chr6:163570516-163570626	
chr6:163478712-163478824	0
chr6:163415093-163415217	
chr6:162814076-162814187	
chr6:162262732-162262853	
chr6:161549068-161549191	0
chr6:161102752-161102874	0
chr6:161098268-161098401	
chr6:161048549-161048660	
chr6:160733796-160733918	
chr6:160545327-160545437	
chr6:160466973-160467083	
chr6:160464087-160464210	
chr6:160436680-160436792	0
chr6:160408965-160409083	
chr6:160218661-160218772	0
chr6:160139534-160139653	
chr6:160084779-160084890	
chr6:160063691-160063805	
chr6:160062719-160062829	
chr6:160060760-160060872	
chr6:160044382-160044492	
chr6:160009117-160009228	
chr6:159816580-159816697	
chr6:159811834-159811967	0
chr6:159779778-159779888	0
chr6:159763096-159763208	
chr6:159738781-159738893	
chr6:159736268-159736383	0
chr6:159736195-159736305	0
chr6:159703355-159703468	
chr6:159684988-159685098	0
chr6:159265899-159266020	0
chr6:159038215-159038338	0
chr6:158909903-158910013	
chr6:158787159-158787272	0
chr6:158707348-158707462	
chr6:158628178-158628292	
chr6:158623712-158623828	
chr6:158605081-158605209	
chr6:158461361-158461476	
chr6:158148942-158149052	0
chr6:158081555-158081685	
chr6:158063609-158063737	
chr6:157901854-157901966	0
chr6:157901804-157901918	
chr6:157873022-157873138	
chr6:157628269-157628382	0
chr6:157206096-157206211	0
chr6:157175014-157175127	0
chr6:157174767-157174881	0
chr6:156977041-156977158	
chr6:156778242-156778365	
chr6:156778178-156778291	0
chr6:155440159-155440270	
chr6:155430899-155431012	
chr6:155407238-155407348	0
chr6:155257140-155257261	
chr6:155245705-155245820	0
chr6:154831867-154831978	0
chr6:154822377-154822487	0
chr6:154805511-154805624	
chr6:154787984-154788096	0
chr6:154441192-154441315	
chr6:154168070-154168181	1
chr6:154108111-154108222	0
chr6:154107903-154108040	0
chr6:153282712-153282825	
chr6:153282185-153282298	
chr6:152991167-152991277	0
chr6:152971372-152971482	0
chr6:152451226-152451337	
chr6:152444541-152444652	0
chr6:152430213-152430323	0
chr6:152419496-152419609	0
chr6:152408905-152409021	
chr6:152406894-152407007	0
chr6:152404066-152404187	
chr6:152391530-152391644	
chr6:152380877-152380987	0
chr6:152373235-152373347	
chr6:152364693-152364811	
chr6:152352358-152352470	0
chr6:152323382-152323502	
chr6:152310617-152310727	0
chr6:152308587-152308701	0
chr6:152225512-152225624	
chr6:152218387-152218500	
chr6:152218141-152218252	0
chr6:152140987-152141101	
chr6:152060904-152061023	
chr6:151596616-151596726	0
chr6:151596253-151596363	0
chr6:151537961-151538075	
chr6:151458235-151458352	0
chr6:151427325-151427440	
chr6:151417442-151417554	
chr6:151099403-151099516	
chr6:151092602-151092712	
chr6:150935836-150935946	0
chr6:150804524-150804637	0
chr6:150795690-150795807	
chr6:150392147-150392260	
chr6:150248877-150248990	
chr6:150021285-150021402	
chr6:150000719-150000840	
chr6:149969382-149969496	
chr6:149946156-149946272	
chr6:149919948-149920061	
chr6:149888663-149888774	
chr6:149802130-149802242	
chr6:149795143-149795257	
chr6:149772966-149773085	
chr6:149743547-149743661	
chr6:149731512-149731629	
chr6:149578757-149578867	0
chr6:149541267-149541407	
chr6:149541130-149541242	
chr6:149526417-149526531	
chr6:149525186-149525300	0
chr6:149520962-149521077	0
chr6:149401147-149401257	0
chr6:149400991-149401102	0
chr6:149397391-149397506	
chr6:148953721-148953841	0
chr6:148471336-148471463	0
chr6:148440224-148440334	0
chr6:147314132-147314260	0
chr6:147310235-147310349	
chr6:146672120-146672231	0
chr6:146654270-146654388	0
chr6:146159591-146159703	
chr6:145935129-145935242	0
chr6:145922895-145923009	
chr6:144846589-144846699	
chr6:144774359-144774471	0
chr6:144700007-144700126	
chr6:144557368-144557478	
chr6:144551086-144551219	
chr6:144521905-144522016	0
chr6:144516734-144516844	0
chr6:144493461-144493577	
chr6:144489977-144490087	
chr6:144482361-144482493	0
chr6:144437461-144437573	
chr6:144421658-144421777	
chr6:144191484-144191595	0
chr6:144190533-144190645	
chr6:144188675-144188794	0
chr6:143858003-143858114	
chr6:143844622-143844735	
chr6:143806908-143807022	0
chr6:143061067-143061198	
chr6:142769410-142769520	
chr6:142438148-142438258	
chr6:142402787-142402897	
chr6:142370763-142370880	0
chr6:142309695-142309807	0
chr6:142189489-142189601	0
chr6:139276874-139276984	
chr6:139270267-139270379	
chr6:138867949-138868069	
chr6:138824491-138824604	0
chr6:138822518-138822633	
chr6:138788518-138788641	0
chr6:138650071-138650181	0
chr6:138499084-138499209	0
chr6:138323585-138323695	0
chr6:138307411-138307523	0
chr6:137871137-137871248	
chr6:137494188-137494300	
chr6:137203683-137203797	0
chr6:137004714-137004829	
chr6:136872132-136872243	
chr6:136845763-136845873	
chr6:136611415-136611527	
chr6:136592503-136592615	0
chr6:136562304-136562416	
chr6:136557563-136557677	
chr6:136411689-136411800	
chr6:136389481-136389596	0
chr6:136360735-136360847	0
chr6:136360103-136360219	
chr6:136275667-136275782	0
chr6:136244922-136245032	
chr6:136233458-136233569	
chr6:136231381-136231493	
chr6:136206801-136206915	0
chr6:136173731-136173844	
chr6:136108813-136108924	
chr6:135851808-135851921	
chr6:135455583-135455693	
chr6:135203332-135203455	
chr6:135150297-135150414	
chr6:135150075-135150186	
chr6:135036347-135036457	
chr6:134997038-134997148	
chr6:134965250-134965362	0
chr6:134173520-134173633	
chr6:133889309-133889427	0
chr6:133456649-133456760	
chr6:132868210-132868321	
chr6:132816878-132816992	
chr6:132787574-132787687	0
chr6:132779377-132779487	
chr6:132772042-132772157	0
chr6:132750961-132751076	
chr6:132692918-132693034	
chr6:132470697-132470812	
chr6:132463882-132463997	0
chr6:132374436-132374546	
chr6:131949538-131949649	0
chr6:131869290-131869400	0
chr6:131867877-131867992	0
chr6:131847806-131847944	
chr6:131819889-131820003	0
chr6:131718700-131718810	0
chr6:131677913-131678024	0
chr6:131676811-131676924	0
chr6:131627626-131627740	0
chr6:131627279-131627396	0
chr6:131620754-131620869	
chr6:131602880-131602991	
chr6:131582764-131582881	
chr6:130890440-130890551	
chr6:130878301-130878411	
chr6:130858257-130858369	
chr6:130440337-130440447	1
chr6:130215299-130215409	
chr6:130104345-130104455	0
chr6:130086008-130086125	0
chr6:130066236-130066353	
chr6:129641678-129641788	0
chr6:129633956-129634069	
chr6:129629239-129629350	
chr6:129608014-129608136	
chr6:129583878-129583991	
chr6:129475310-129475420	
chr6:129402158-129402277	
chr6:128239881-128239996	
chr6:128064761-128064871	
chr6:128062163-128062273	0
chr6:128009228-128009339	
chr6:128006101-128006226	0
chr6:127985960-127986070	
chr6:127976755-127976866	0
chr6:125928559-125928674	
chr6:125754513-125754628	0
chr6:125045093-125045204	
chr6:124823329-124823449	
chr6:124823059-124823179	
chr6:124355020-124355132	
chr6:123548574-123548689	
chr6:123464959-123465069	
chr6:123464837-123464947	
chr6:123381906-123382039	0
chr6:123381278-123381388	
chr6:123278950-123279064	0
chr6:123273316-123273430	0
chr6:123260594-123260709	1
chr6:123252185-123252295	
chr6:123223964-123224078	
chr6:122809478-122809589	
chr6:122453985-122454101	0
chr6:122451726-122451845	0
chr6:122431634-122431746	
chr6:122431355-122431466	0
chr6:122419997-122420108	0
chr6:122416131-122416241	
chr6:122412301-122412412	0
chr6:122399627-122399738	
chr6:121680276-121680388	
chr6:121448709-121448819	0
chr6:121447702-121447814	0
chr6:121090995-121091106	0
chr6:119306945-119307055	0
chr6:119290719-119290829	1
chr6:119189905-119190015	
chr6:119180469-119180581	
chr6:119180394-119180504	0
chr6:118975163-118975274	0
chr6:118931694-118931804	
chr6:118905563-118905676	0
chr6:118632613-118632723	
chr6:118501759-118501882	
chr6:118481982-118482100	
chr6:118277376-118277492	0
chr6:117703536-117703649	0
chr6:117694171-117694282	
chr6:117538508-117538618	0
chr6:117432284-117432397	1
chr6:117414503-117414614	0
chr6:117404170-117404285	0
chr6:117397146-117397257	
chr6:117385547-117385659	
chr6:117360223-117360349	
chr6:117310250-117310368	
chr6:116921968-116922082	
chr6:116882519-116882632	
chr6:116795799-116795909	0
chr6:116752692-116752808	
chr6:116732024-116732172	0
chr6:116705004-116705115	
chr6:116689357-116689468	0
chr6:116660854-116660967	0
chr6:116647311-116647430	
chr6:116645533-116645651	
chr6:116630617-116630740	
chr6:116630293-116630408	0
chr6:116623047-116623178	
chr6:116592899-116593014	
chr6:116591048-116591162	
chr6:116590820-116590935	0
chr6:116590200-116590311	0
chr6:116437345-116437456	0
chr6:116106293-116106412	0
chr6:115967699-115967811	0
chr6:115943173-115943286	0
chr6:113970895-113971020	
chr6:113945147-113945262	
chr6:113859983-113860094	
chr6:113857602-113857717	
chr6:113224465-113224578	
chr6:112158527-112158646	
chr6:112154606-112154716	
chr6:112141218-112141334	
chr6:112129138-112129253	
chr6:112072034-112072145	
chr6:112067123-112067234	0
chr6:111575537-111575658	0
chr6:111562794-111562909	
chr6:111392992-111393105	
chr6:111381195-111381306	
chr6:111380209-111380321	0
chr6:111363940-111364055	0
chr6:111265762-111265872	0
chr6:111221839-111221953	0
chr6:111007968-111008085	0
chr6:110960701-110960813	
chr6:110960331-110960441	0
chr6:110863915-110864026	
chr6:110631909-110632019	
chr6:110229798-110229908	
chr6:110215029-110215142	0
chr6:110212838-110212948	
chr6:110210502-110210623	0
chr6:110209013-110209123	0
chr6:110207640-110207750	0
chr6:110193362-110193472	
chr6:110105330-110105441	
chr6:109792686-109792805	
chr6:109792510-109792622	
